"","ID","V1_SitioZona","V2_TiempoConoce_meses","V3_Recomienda","V4_Atencion_cat","V5_Atencion_1a4","V6_VisitasSemana","V7_PrecioAlmuerzo","V8_CompanerosAlmuerzo","V9_Edad","V11_Ingresos","V12_Gastos","V13_PesoKg","V14_EstaturaCm","V15_Sexo"
"731",731,"Zona Sur",49,"No","Regular",2,3,21726,2,38,1645878,620527,60.8,171.5,"Masculino"
"732",732,"Zona Sur",17,"Sí","Excelente",4,7,16501,3,27,1924561,638113,66.7,173.2,"Masculino"
"733",733,"Zona Sur",12,"No","Excelente",4,2,17565,1,50,1500000,826376,64.2,159.4,"Femenino"
"734",734,"Zona Centro",14,"Sí","Buena",3,5,25025,1,33,1938852,1069990,69.2,156.7,"Femenino"
"735",735,"Zona Centro",21,"Sí","Buena",3,4,25988,0,61,3658900,2384945,73.9,166.9,"Masculino"
"736",736,"Zona Norte",4,"No","Mala",1,1,30215,1,30,2498564,1580288,62.2,151.8,"Femenino"
"737",737,"Zona Centro",31,"Sí","Mala",1,4,23571,1,53,1994333,1269836,55.1,153.1,"Femenino"
"738",738,"Zona Centro",29,"No","Regular",2,7,23998,1,29,5362896,2186761,66.3,164.3,"Femenino"
"739",739,"Zona Centro",6,"Sí","Regular",2,3,19836,5,61,4111067,3256784,92.7,176.7,"Masculino"
"740",740,"Zona Centro",16,"Sí","Mala",1,3,23133,2,53,3911669,1987262,81.5,152.7,"Femenino"
"741",741,"Zona Norte",28,"No","Buena",3,3,29536,0,49,15000000,9626046,70.1,168.3,"Masculino"
"742",742,"Zona Norte",16,"No","Mala",1,1,24521,2,32,3724207,1952869,76.1,169.8,"Femenino"
"743",743,"Zona Norte",63,"Sí","Buena",3,1,27014,0,34,3796901,2456673,56.5,159.7,"Femenino"
"744",744,"Zona Centro",51,"No","Excelente",4,3,21363,0,32,1785479,1120166,72.5,160.7,"Masculino"
"745",745,"Zona Norte",17,"No","Mala",1,0,26132,1,48,15000000,10020221,69,153.6,"Femenino"
"746",746,"Zona Centro",48,"Sí","Buena",3,2,16737,1,35,1500000,1033807,50.6,150,"Femenino"
"747",747,"Zona Sur",28,"Sí","Buena",3,4,18441,2,37,3199780,2769444,83.6,179.4,"Masculino"
"748",748,"Zona Sur",119,"No","Excelente",4,1,15493,1,60,3569759,2007864,63.7,159,"Femenino"
"749",749,"Zona Sur",72,"Sí","Mala",1,1,20908,2,29,2863339,2062569,67,150,"Femenino"
"750",750,"Zona Centro",24,"Sí","Regular",2,3,17652,4,62,2578010,1023188,71.1,156,"Femenino"
"751",751,"Zona Norte",11,"No","Buena",3,2,27687,2,53,2242093,1458653,78.2,168.3,"Femenino"
"752",752,"Zona Sur",27,"Sí","Regular",2,2,16551,3,32,1500000,791298,68.5,156,"Femenino"
"753",753,"Zona Sur",6,"No","Regular",2,5,15142,3,38,1797631,890456,60.8,163,"Femenino"
"754",754,"Zona Sur",53,"Sí","Buena",3,9,14401,1,43,3374457,3051982,52.4,171.9,"Masculino"
"755",755,"Zona Norte",17,"No","Regular",2,1,30620,0,32,1500000,1043011,67.2,166.9,"Masculino"
"756",756,"Zona Centro",50,"Sí","Excelente",4,3,20972,2,28,6685087,3919554,81.8,180.3,"Masculino"
"757",757,"Zona Sur",3,"Sí","Regular",2,3,14715,3,47,1500000,1322522,71.5,181.9,"Masculino"
"758",758,"Zona Centro",21,"No","Regular",2,4,20631,2,38,2728843,2158350,54.2,169.2,"Masculino"
"759",759,"Zona Centro",20,"Sí","Excelente",4,0,26276,2,40,4791923,2251706,85.5,156.3,"Femenino"
"760",760,"Zona Centro",21,"No","Mala",1,7,25371,5,52,4514108,3679680,69,179.9,"Masculino"
"761",761,"Zona Centro",4,"No","Mala",1,4,19685,3,32,3529322,1684631,73.4,167,"Masculino"
"762",762,"Zona Centro",22,"Sí","Excelente",4,3,18005,1,34,6976419,4209349,61.4,165.2,"Femenino"
"763",763,"Zona Centro",4,"Sí","Buena",3,3,21717,2,35,1659803,1015724,65.6,164,"Femenino"
"764",764,"Zona Centro",14,"Sí","Regular",2,5,24017,4,28,2617795,2026037,62.3,169.1,"Masculino"
"765",765,"Zona Sur",30,"No","Buena",3,3,16848,1,28,1500000,1010845,76.8,168.1,"Femenino"
"766",766,"Zona Centro",32,"Sí","Excelente",4,4,20841,5,35,3747831,1548435,71.6,159.1,"Femenino"
"767",767,"Zona Centro",55,"No","Mala",1,2,24011,1,31,1500000,1092033,68,167.9,"Masculino"
"768",768,"Zona Sur",16,"Sí","Excelente",4,6,19979,4,40,1500000,813624,69.4,167.7,"Masculino"
"769",769,"Zona Norte",22,"No","Excelente",4,5,27987,5,29,11982959,7757082,84.2,172.4,"Masculino"
"770",770,"Zona Sur",20,"Sí","Buena",3,4,15162,1,39,3589333,2010265,58.6,172.9,"Femenino"
"771",771,"Zona Norte",51,"No","Mala",1,0,27712,0,49,3705872,2013113,77.8,166,"Masculino"
"772",772,"Zona Norte",12,"Sí","Buena",3,1,28140,1,42,3452579,1899909,62.5,154.7,"Femenino"
"773",773,"Zona Centro",40,"Sí","Excelente",4,5,21543,0,49,1664750,1036562,68.2,151.1,"Femenino"
"774",774,"Zona Norte",10,"No","Buena",3,2,28359,2,34,8700475,5161063,61.5,159.5,"Femenino"
"775",775,"Zona Centro",44,"Sí","Regular",2,3,20957,0,35,1500000,842411,62.1,170.4,"Femenino"
"776",776,"Zona Sur",15,"No","Mala",1,5,16458,4,50,2056636,915004,66.8,160.4,"Femenino"
"777",777,"Zona Centro",46,"Sí","Regular",2,2,19642,3,38,3545670,2515128,58.6,152.7,"Femenino"
"778",778,"Zona Sur",67,"Sí","Buena",3,2,16191,1,54,1500000,500000,83.8,177.8,"Masculino"
"779",779,"Zona Centro",30,"Sí","Buena",3,3,23854,2,31,5989049,3103873,55.6,157.9,"Femenino"
"780",780,"Zona Sur",45,"Sí","Regular",2,5,14461,1,31,3952708,1893462,84.1,179.8,"Masculino"
"781",781,"Zona Norte",46,"No","Regular",2,1,28120,2,44,4176962,2288552,57.1,164.7,"Femenino"
"782",782,"Zona Sur",34,"No","Regular",2,5,17730,4,30,3871463,2640817,75.1,164.1,"Femenino"
"783",783,"Zona Norte",14,"No","Mala",1,2,28515,1,37,3208268,1818144,69.7,160.9,"Masculino"
"784",784,"Zona Norte",35,"No","Mala",1,1,25405,1,34,2599761,1638471,54.8,177.5,"Masculino"
"785",785,"Zona Norte",85,"Sí","Excelente",4,5,29742,1,51,7816816,4517321,79.4,170.1,"Femenino"
"786",786,"Zona Centro",10,"Sí","Mala",1,0,18389,1,37,3776147,2454761,61.7,165.7,"Femenino"
"787",787,"Zona Norte",35,"No","Mala",1,2,25744,0,23,15000000,12000000,67.1,180.7,"Masculino"
"788",788,"Zona Norte",2,"Sí","Mala",1,3,27979,3,36,7695200,5488336,64.2,151.6,"Femenino"
"789",789,"Zona Sur",36,"Sí","Buena",3,6,18105,4,41,3530824,1904656,71.9,156.2,"Femenino"
"790",790,"Zona Sur",9,"No","Buena",3,7,15069,4,29,1909110,1142110,83.2,156.5,"Femenino"
"791",791,"Zona Sur",27,"No","Excelente",4,4,17597,2,21,4690484,2355080,77.2,169.9,"Masculino"
"792",792,"Zona Sur",4,"Sí","Mala",1,3,17236,2,44,1500000,657848,74.9,168.1,"Masculino"
"793",793,"Zona Sur",73,"No","Buena",3,7,15376,3,60,2834784,1659361,61.3,157.3,"Masculino"
"794",794,"Zona Centro",34,"No","Excelente",4,1,20845,2,39,4006350,2392508,66.2,165.2,"Femenino"
"795",795,"Zona Centro",39,"No","Mala",1,4,18847,4,34,2843127,2389442,50.3,159.3,"Femenino"
"796",796,"Zona Centro",21,"No","Mala",1,2,24163,3,21,3167098,1795536,70.1,158.5,"Femenino"
"797",797,"Zona Sur",34,"No","Mala",1,3,18417,4,61,1875589,1655890,58.1,176.5,"Femenino"
"798",798,"Zona Centro",80,"No","Regular",2,6,19488,1,27,5652399,3480576,68.3,151.6,"Femenino"
"799",799,"Zona Centro",22,"No","Mala",1,0,23255,3,27,3274670,2047869,60.6,158.5,"Femenino"
"800",800,"Zona Norte",26,"No","Buena",3,3,25975,1,18,7424813,4769644,71.7,155.3,"Femenino"
"801",801,"Zona Norte",27,"No","Buena",3,2,30544,3,32,3179139,2018566,61.2,169.2,"Femenino"
"802",802,"Zona Centro",19,"Sí","Buena",3,1,22805,0,35,3904986,2094064,65.6,181.9,"Masculino"
"803",803,"Zona Centro",36,"No","Mala",1,4,25199,5,35,3192621,2585090,54.4,165.9,"Femenino"
"804",804,"Zona Sur",6,"No","Mala",1,5,15573,1,24,1500000,1308472,75.6,159.2,"Femenino"
"805",805,"Zona Centro",22,"Sí","Mala",1,2,25109,3,43,7665152,4742588,65.1,150,"Femenino"
"806",806,"Zona Centro",18,"No","Excelente",4,6,21952,1,27,2688927,1548862,73.8,150,"Femenino"
"807",807,"Zona Centro",23,"No","Regular",2,1,23347,1,50,2617100,855281,70.6,167.8,"Masculino"
"808",808,"Zona Sur",56,"No","Regular",2,3,16754,4,54,2952790,1633178,57.5,167.2,"Femenino"
"809",809,"Zona Norte",60,"Sí","Regular",2,1,26217,0,37,2589198,1777184,65.7,162.7,"Masculino"
"810",810,"Zona Centro",102,"Sí","Regular",2,4,22301,2,28,1667251,908626,53.7,167.5,"Masculino"
"811",811,"Zona Centro",47,"No","Mala",1,3,19471,3,39,1923917,1350753,83.9,150.2,"Femenino"
"812",812,"Zona Norte",7,"No","Buena",3,3,27256,1,37,5746949,2767965,61,154.3,"Femenino"
"813",813,"Zona Centro",44,"Sí","Excelente",4,6,19773,3,23,1949532,965351,60.2,167.6,"Masculino"
"814",814,"Zona Centro",16,"No","Buena",3,1,19165,1,32,3889987,2729848,73.1,184,"Masculino"
"815",815,"Zona Centro",39,"No","Buena",3,2,18461,1,50,2779405,1858180,58.5,167.5,"Femenino"
"816",816,"Zona Sur",40,"No","Excelente",4,7,19284,0,39,3654146,1444461,57.3,162.4,"Femenino"
"817",817,"Zona Centro",34,"Sí","Excelente",4,4,20201,2,35,4466907,2359026,71.9,170.3,"Femenino"
"818",818,"Zona Centro",23,"Sí","Mala",1,2,22093,1,27,2372734,1709646,68.8,175.7,"Masculino"
"819",819,"Zona Sur",18,"No","Regular",2,2,20414,1,37,1500000,886446,67.8,185,"Masculino"
"820",820,"Zona Centro",26,"No","Mala",1,5,21909,1,35,9117985,5275205,82.8,171.2,"Masculino"
"821",821,"Zona Norte",51,"Sí","Mala",1,0,27481,0,24,3742646,2407813,54.9,170.6,"Femenino"
"822",822,"Zona Sur",40,"No","Regular",2,2,14517,2,59,4702362,3650189,74,172.4,"Masculino"
"823",823,"Zona Centro",35,"Sí","Buena",3,3,23652,2,35,6365169,4484187,68.3,159.6,"Femenino"
"824",824,"Zona Centro",25,"Sí","Excelente",4,3,22433,4,54,2235728,1298209,62.8,174.5,"Masculino"
"825",825,"Zona Sur",16,"Sí","Regular",2,2,17253,2,34,1500000,934890,70.4,176.4,"Masculino"
"826",826,"Zona Sur",6,"Sí","Excelente",4,8,17233,0,35,4764595,3179293,66.1,178.3,"Masculino"
"827",827,"Zona Sur",26,"Sí","Regular",2,4,13649,4,31,4530315,2065515,68.4,159.4,"Masculino"
"828",828,"Zona Centro",12,"No","Regular",2,4,19998,0,45,1632302,644455,51.7,161.5,"Femenino"
"829",829,"Zona Sur",18,"Sí","Buena",3,3,16927,2,28,1712791,1084054,58.5,174.3,"Masculino"
"830",830,"Zona Centro",35,"Sí","Regular",2,3,25158,2,46,3234525,2368993,62.1,166.8,"Femenino"
"831",831,"Zona Centro",13,"Sí","Buena",3,1,23060,1,29,1901363,1105532,79.2,171.3,"Masculino"
"832",832,"Zona Norte",39,"No","Mala",1,3,27495,2,32,11021206,5119370,71.7,166.9,"Femenino"
"833",833,"Zona Sur",15,"No","Excelente",4,3,15195,5,69,2079384,1249215,65.7,170.4,"Femenino"
"834",834,"Zona Centro",49,"Sí","Regular",2,4,18849,3,36,1500000,976947,62.3,164.8,"Masculino"
"835",835,"Zona Centro",5,"No","Buena",3,5,26864,4,28,2519617,816449,62.5,160,"Femenino"
"836",836,"Zona Sur",9,"No","Regular",2,1,15772,5,46,2387662,1461889,66.3,159.7,"Femenino"
"837",837,"Zona Centro",14,"No","Buena",3,4,21760,3,38,1500000,1318248,69.7,168.9,"Femenino"
"838",838,"Zona Sur",50,"Sí","Regular",2,4,16197,4,44,1916854,990295,86.8,179,"Masculino"
"839",839,"Zona Sur",40,"Sí","Excelente",4,5,16795,3,32,4805086,2811157,79.7,168.8,"Femenino"
"840",840,"Zona Sur",18,"No","Mala",1,4,14877,2,18,2422925,2062986,71.4,183,"Masculino"
"841",841,"Zona Centro",50,"No","Buena",3,4,20171,3,26,2112458,1496000,58.1,153.1,"Femenino"
"842",842,"Zona Centro",17,"No","Buena",3,1,23202,1,29,8483486,5097323,63.7,180.7,"Masculino"
"843",843,"Zona Sur",21,"Sí","Mala",1,3,16580,4,40,2139707,1323920,50.1,168.4,"Femenino"
"844",844,"Zona Centro",41,"Sí","Buena",3,5,21615,1,25,2166917,1792822,64.4,162.4,"Femenino"
"845",845,"Zona Centro",21,"No","Buena",3,0,19946,2,34,10745211,6616612,75.1,166.8,"Femenino"
"846",846,"Zona Norte",18,"Sí","Buena",3,4,27342,3,32,9880080,7659906,72,166.1,"Masculino"
"847",847,"Zona Centro",64,"Sí","Regular",2,2,23354,0,49,1906363,1096285,59.8,176.5,"Masculino"
"848",848,"Zona Norte",24,"No","Excelente",4,4,28000,1,38,15000000,9832896,74.8,173.2,"Masculino"
"849",849,"Zona Norte",8,"Sí","Excelente",4,1,29266,1,28,10035818,6478106,62.8,170.9,"Masculino"
"850",850,"Zona Norte",25,"Sí","Regular",2,0,27557,4,41,6984377,3488956,79.7,153.6,"Femenino"
"851",851,"Zona Centro",34,"No","Buena",3,6,20609,2,40,3916224,3013021,64.7,171.8,"Masculino"
"852",852,"Zona Centro",49,"No","Buena",3,2,20561,1,33,7479043,5132232,76.3,179.8,"Masculino"
"853",853,"Zona Sur",12,"No","Buena",3,1,16060,2,41,1500000,1114679,69.4,171.6,"Masculino"
"854",854,"Zona Sur",51,"Sí","Mala",1,4,14542,1,31,2139354,1774845,65.2,171.5,"Femenino"
"855",855,"Zona Sur",8,"Sí","Buena",3,2,16685,2,33,2328853,1588071,78.1,165.3,"Femenino"
"856",856,"Zona Norte",31,"No","Buena",3,2,21845,0,47,2425973,1268362,69.1,177.7,"Masculino"
"857",857,"Zona Sur",64,"No","Buena",3,4,17668,2,33,4746692,2770887,60,164.3,"Femenino"
"858",858,"Zona Centro",16,"Sí","Mala",1,1,23553,3,33,3220735,1675422,67.7,184.1,"Masculino"
"859",859,"Zona Norte",22,"No","Excelente",4,0,27416,1,45,6452535,3078374,73.4,168.1,"Femenino"
"860",860,"Zona Norte",5,"No","Regular",2,0,26809,3,34,7852199,4207235,71.7,182.2,"Masculino"
"861",861,"Zona Centro",38,"No","Buena",3,7,20243,1,28,2514611,1319351,82.8,168.1,"Masculino"
"862",862,"Zona Norte",20,"No","Excelente",4,2,29858,1,37,2197671,1536423,91.9,164.5,"Masculino"
"863",863,"Zona Sur",30,"No","Excelente",4,5,16627,3,42,1754813,926318,60,163.1,"Femenino"
"864",864,"Zona Centro",5,"Sí","Regular",2,1,21583,0,57,1500000,1060607,79.1,164,"Masculino"
"865",865,"Zona Norte",22,"Sí","Buena",3,1,27762,0,33,3432769,1919580,52.7,165.1,"Femenino"
"866",866,"Zona Sur",21,"No","Regular",2,6,15780,1,39,2557879,1259544,68.3,166.7,"Femenino"
"867",867,"Zona Centro",28,"No","Regular",2,6,18445,1,54,1981220,1236076,54.9,156.8,"Femenino"
"868",868,"Zona Centro",20,"Sí","Buena",3,5,25675,2,44,4799618,2874159,74.9,159.7,"Femenino"
"869",869,"Zona Norte",28,"No","Buena",3,6,28137,2,42,6779383,4760336,54.6,150,"Femenino"
"870",870,"Zona Centro",51,"No","Buena",3,2,21845,5,28,1500000,685845,72.1,163.7,"Masculino"
"871",871,"Zona Norte",13,"No","Mala",1,2,26638,2,31,3141744,2502054,64.8,163.1,"Masculino"
"872",872,"Zona Centro",11,"No","Mala",1,4,19123,3,25,1500000,777391,80.5,178,"Masculino"
"873",873,"Zona Norte",13,"No","Buena",3,6,25515,2,32,3557208,1429549,76.2,164.5,"Masculino"
"874",874,"Zona Centro",72,"No","Buena",3,3,24143,3,26,6825189,3411844,68.4,163.4,"Femenino"
"875",875,"Zona Norte",6,"Sí","Buena",3,8,30232,4,32,8415805,5254985,69.8,177.5,"Masculino"
"876",876,"Zona Sur",9,"No","Regular",2,2,15279,0,31,1500000,751781,97.5,185.9,"Masculino"
"877",877,"Zona Norte",13,"Sí","Buena",3,1,31055,0,40,4097240,2318682,68,180.3,"Masculino"
"878",878,"Zona Sur",33,"Sí","Mala",1,5,19165,3,27,3038497,1735455,73.2,168.1,"Femenino"
"879",879,"Zona Centro",21,"Sí","Excelente",4,1,19940,1,30,1746348,1243405,79.3,159.6,"Femenino"
"880",880,"Zona Centro",10,"No","Regular",2,5,20083,0,40,1665343,1306654,67.5,172.3,"Masculino"
"881",881,"Zona Norte",58,"No","Regular",2,4,27022,4,39,3087495,1776578,63,164.6,"Femenino"
"882",882,"Zona Norte",9,"Sí","Regular",2,3,27057,1,24,3793441,2547034,56.5,158.5,"Femenino"
"883",883,"Zona Centro",18,"No","Buena",3,5,23091,2,37,3274022,2367614,71.7,153.1,"Femenino"
"884",884,"Zona Centro",15,"Sí","Regular",2,3,19803,2,38,5972162,3234773,62,175.2,"Femenino"
"885",885,"Zona Centro",9,"Sí","Buena",3,2,23804,1,31,5810405,4606281,72.4,162.8,"Masculino"
"886",886,"Zona Norte",25,"Sí","Regular",2,1,31228,1,27,4647208,3426141,64.7,154.8,"Femenino"
"887",887,"Zona Centro",19,"Sí","Mala",1,5,24932,1,55,2471258,1333411,61.7,164.3,"Femenino"
"888",888,"Zona Centro",16,"Sí","Buena",3,6,21799,1,51,1500000,873402,74.5,169.9,"Femenino"
"889",889,"Zona Sur",47,"Sí","Regular",2,3,20587,3,29,1963589,1215717,63.6,153.7,"Femenino"
"890",890,"Zona Centro",22,"Sí","Regular",2,3,19259,3,26,1500000,1107470,66.4,179.6,"Masculino"
"891",891,"Zona Centro",17,"Sí","Excelente",4,3,23579,5,26,4747730,2625780,62.5,178.3,"Masculino"
"892",892,"Zona Centro",47,"Sí","Mala",1,4,19606,2,29,3058010,1833664,71.2,170.2,"Femenino"
"893",893,"Zona Norte",16,"Sí","Buena",3,0,29980,1,34,1959746,865882,79.1,184.2,"Masculino"
"894",894,"Zona Sur",59,"No","Regular",2,4,19161,3,30,1500000,856291,77.5,165.9,"Masculino"
"895",895,"Zona Centro",43,"No","Regular",2,3,25758,1,20,4232883,1335470,70,178.6,"Masculino"
"896",896,"Zona Norte",31,"Sí","Buena",3,3,28650,0,39,8906968,4105072,65.3,153,"Femenino"
"897",897,"Zona Sur",57,"No","Excelente",4,8,15098,4,33,3868715,2116016,69.6,174.5,"Femenino"
"898",898,"Zona Norte",13,"No","Excelente",4,3,30210,4,23,8442636,4533215,83.9,172.7,"Masculino"
"899",899,"Zona Centro",36,"No","Regular",2,1,18682,3,50,3303868,1474147,82.9,164.6,"Masculino"
"900",900,"Zona Norte",24,"Sí","Regular",2,2,29138,2,48,5071645,2314290,60.8,165,"Femenino"
"901",901,"Zona Norte",18,"No","Regular",2,2,26896,1,36,2579562,1375136,55.8,163.7,"Femenino"
"902",902,"Zona Norte",25,"No","Buena",3,5,29770,2,28,2154976,1310391,70.6,162,"Femenino"
"903",903,"Zona Centro",30,"No","Mala",1,4,20018,4,38,2840612,1967886,83.1,156.7,"Femenino"
"904",904,"Zona Sur",35,"Sí","Excelente",4,6,19196,3,54,1789303,1466989,64,171,"Femenino"
"905",905,"Zona Sur",49,"No","Regular",2,3,15156,2,24,1500000,932586,65.8,162,"Femenino"
"906",906,"Zona Norte",15,"No","Regular",2,2,26714,1,34,4415141,2537177,87.7,177.6,"Masculino"
"907",907,"Zona Centro",10,"No","Mala",1,0,25207,1,35,1860527,1105316,85.1,177.3,"Masculino"
"908",908,"Zona Centro",25,"No","Regular",2,2,21400,1,38,2080300,1691399,75,150.2,"Femenino"
"909",909,"Zona Centro",16,"No","Mala",1,4,23064,4,34,2827867,2294769,81.1,173.5,"Masculino"
"910",910,"Zona Centro",15,"No","Regular",2,2,18078,2,56,3039671,1239589,83.8,170,"Masculino"
"911",911,"Zona Centro",27,"Sí","Mala",1,1,23661,1,36,2742862,1152610,64,150,"Femenino"
"912",912,"Zona Norte",38,"Sí","Excelente",4,1,29323,2,53,6324971,3706433,82.3,176.4,"Masculino"
"913",913,"Zona Centro",156,"No","Mala",1,1,22067,1,18,6997835,3615246,67,164.5,"Masculino"
"914",914,"Zona Sur",17,"No","Regular",2,6,18130,2,32,1500000,1099822,68.2,184.3,"Masculino"
"915",915,"Zona Sur",118,"No","Regular",2,6,15860,1,32,2519758,1448975,49.9,151.1,"Femenino"
"916",916,"Zona Sur",34,"No","Regular",2,1,14726,1,37,1500000,981120,67.3,153.2,"Femenino"
"917",917,"Zona Centro",136,"No","Mala",1,2,23057,4,30,3101261,1896154,73.5,168.9,"Masculino"
"918",918,"Zona Sur",16,"Sí","Excelente",4,1,23075,5,51,1500000,586905,75.2,155.1,"Femenino"
"919",919,"Zona Centro",22,"Sí","Mala",1,4,24927,1,42,6840134,4069311,60.7,167.4,"Femenino"
"920",920,"Zona Centro",24,"No","Mala",1,5,23898,4,30,3404175,2244058,74.4,171.4,"Femenino"
"921",921,"Zona Norte",61,"Sí","Regular",2,2,31214,1,30,11957417,7117459,71.6,164.2,"Femenino"
"922",922,"Zona Sur",37,"No","Buena",3,5,15814,2,51,5519270,1963890,63,156.4,"Femenino"
"923",923,"Zona Sur",9,"No","Buena",3,4,16127,1,59,2937128,1094324,67.4,166.9,"Femenino"
"924",924,"Zona Norte",21,"Sí","Regular",2,3,28696,1,35,3409835,1911798,73.1,162.3,"Masculino"
"925",925,"Zona Norte",8,"No","Excelente",4,4,23509,1,24,5089058,2872664,76.9,168.6,"Masculino"
"926",926,"Zona Centro",11,"Sí","Buena",3,6,20363,4,39,4685765,2152810,54.9,166.6,"Femenino"
"927",927,"Zona Centro",14,"Sí","Regular",2,0,25019,1,56,3641892,2399713,63.7,167.4,"Femenino"
"928",928,"Zona Norte",27,"Sí","Buena",3,0,32000,1,32,8269258,7396322,67,165.8,"Masculino"
"929",929,"Zona Sur",5,"Sí","Buena",3,1,15239,0,28,1500000,1091493,75.4,155.2,"Femenino"
"930",930,"Zona Centro",41,"Sí","Regular",2,4,20954,4,32,2417590,2122043,67,156.2,"Femenino"
"931",931,"Zona Sur",23,"No","Buena",3,2,14912,0,35,2355126,1782314,66.1,157.8,"Femenino"
"932",932,"Zona Sur",22,"Sí","Buena",3,5,17149,0,28,3245212,2020422,63.1,165.8,"Masculino"
"933",933,"Zona Centro",16,"No","Mala",1,4,23488,1,36,3447366,2545115,90.1,180.3,"Masculino"
"934",934,"Zona Norte",18,"No","Excelente",4,0,29739,3,36,1500000,1225397,51.8,159.4,"Femenino"
"935",935,"Zona Norte",23,"No","Mala",1,0,26405,2,33,2765518,1878459,69.5,160.6,"Femenino"
"936",936,"Zona Centro",36,"Sí","Mala",1,2,26034,4,66,3432598,2467448,71,166,"Femenino"
"937",937,"Zona Sur",10,"Sí","Mala",1,1,15955,2,60,1500000,982515,80,160,"Femenino"
"938",938,"Zona Centro",9,"Sí","Buena",3,5,21960,1,20,3828426,1971681,73.4,175.2,"Masculino"
"939",939,"Zona Centro",22,"Sí","Excelente",4,3,21693,1,35,7835922,3639940,59.4,156.6,"Femenino"
"940",940,"Zona Centro",46,"Sí","Mala",1,1,18492,2,60,2380814,1702908,64.7,154.5,"Femenino"
"941",941,"Zona Centro",38,"Sí","Excelente",4,6,21052,1,28,2251593,734241,51.7,162.8,"Femenino"
"942",942,"Zona Centro",68,"Sí","Excelente",4,2,22780,1,37,3155393,2208806,57.2,173.5,"Masculino"
"943",943,"Zona Centro",13,"Sí","Excelente",4,5,23417,3,45,3061088,1640051,67.6,162.7,"Femenino"
"944",944,"Zona Norte",26,"Sí","Buena",3,1,31366,1,49,4866214,3083444,66.3,178.7,"Masculino"
"945",945,"Zona Centro",8,"No","Mala",1,2,20963,1,31,2403676,1479527,73.5,163.6,"Masculino"
"946",946,"Zona Norte",12,"No","Regular",2,2,28216,2,27,8128944,2983142,67.3,150,"Femenino"
"947",947,"Zona Norte",58,"No","Excelente",4,0,29143,3,35,4940917,3316988,70.2,173.9,"Masculino"
"948",948,"Zona Sur",9,"No","Buena",3,4,18165,1,45,2310041,1406906,86.7,163.3,"Femenino"
"949",949,"Zona Centro",47,"No","Mala",1,1,20814,1,38,2527841,1790345,78,179.5,"Masculino"
"950",950,"Zona Centro",14,"No","Buena",3,3,21127,1,26,1500000,715702,72.2,172.9,"Masculino"
"951",951,"Zona Norte",9,"No","Regular",2,1,28188,1,47,3149302,2460623,60.5,178.7,"Masculino"
"952",952,"Zona Norte",45,"Sí","Buena",3,3,31135,2,23,4308919,2446985,79,161.4,"Femenino"
"953",953,"Zona Centro",12,"No","Regular",2,5,18898,1,35,2075282,846571,71.3,174.1,"Femenino"
"954",954,"Zona Norte",30,"Sí","Excelente",4,2,25993,3,34,4833030,2408321,66.4,165.1,"Femenino"
"955",955,"Zona Sur",10,"Sí","Buena",3,3,12116,4,44,2659827,1781608,52.9,179.7,"Femenino"
"956",956,"Zona Sur",39,"Sí","Buena",3,2,17458,3,45,1780083,1189870,66.9,170,"Masculino"
"957",957,"Zona Norte",19,"Sí","Regular",2,1,26023,1,36,4601060,1572503,71.5,171.1,"Masculino"
"958",958,"Zona Centro",6,"No","Mala",1,3,22048,2,45,1696045,524307,63.4,161.7,"Femenino"
"959",959,"Zona Norte",32,"No","Excelente",4,3,24675,3,49,11107047,7868502,83.5,151.1,"Femenino"
"960",960,"Zona Sur",39,"Sí","Mala",1,3,18327,1,37,1500000,555574,64.2,158.6,"Femenino"
"961",961,"Zona Sur",49,"Sí","Buena",3,5,17880,3,30,7322443,3323317,81.6,162.1,"Femenino"
"962",962,"Zona Norte",15,"Sí","Buena",3,1,26734,1,52,4631961,4181883,70.3,172.5,"Femenino"
"963",963,"Zona Centro",26,"No","Regular",2,4,20538,5,60,2688987,1568156,65.1,161.8,"Femenino"
"964",964,"Zona Norte",66,"No","Mala",1,1,24940,3,33,9494257,4124698,65.4,161.2,"Femenino"
"965",965,"Zona Norte",22,"No","Buena",3,4,29718,2,59,2487502,1103164,59.6,156.9,"Femenino"
"966",966,"Zona Norte",73,"Sí","Buena",3,5,26678,0,29,3714270,2378118,57.9,161.7,"Femenino"
"967",967,"Zona Centro",35,"No","Regular",2,5,20018,1,37,4444624,3309003,62.6,153.1,"Femenino"
"968",968,"Zona Centro",32,"No","Buena",3,3,23947,1,24,1500000,994486,77.7,165.3,"Femenino"
"969",969,"Zona Norte",63,"No","Buena",3,0,23881,0,27,2501078,1176504,88.3,166.5,"Masculino"
"970",970,"Zona Centro",46,"Sí","Buena",3,0,21184,2,64,8501377,6247333,61.8,168.5,"Masculino"
"971",971,"Zona Centro",32,"No","Mala",1,3,20276,2,26,9998565,5497869,58.8,168.3,"Masculino"
"972",972,"Zona Sur",17,"No","Regular",2,4,20265,3,34,2234341,1545968,85.5,172.8,"Masculino"
"973",973,"Zona Norte",21,"No","Buena",3,0,27015,0,41,3197862,1379296,60.3,164.7,"Femenino"
"974",974,"Zona Norte",9,"No","Regular",2,3,31349,1,32,4786764,3088304,63.1,161.1,"Femenino"
